TA;doc;url;page;term;portfolio;context
HST6;final-evaluation-determination-document-2.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document-2#page=33;33;managed access;0;              been previously identified at the expert centres, and was reassured that               the number of children currently being treated who would meet the               starting criteria in the managed access arrangement was well known.               However, the committee emphasised that there were still uncertainties in               the number of children who would be treated in future, during the course
HST6;final-evaluation-determination-document-2.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document-2#page=33;33;managed access;0;              However, the committee emphasised that there were still uncertainties in               the number of children who would be treated in future, during the course               of the managed access arrangement. The committee heard from NHS               England that the largest uncertainties concerned the number of adults National Institute for Health and Care Excellence                                  Page 33 of 55
HST6;final-evaluation-determination-document-2.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document-2#page=34;34;managed access;0;                                                           CONFIDENTIAL UNTIL PUBLISHED               who would be treated within the managed access arrangement. The               committee considered that the refined starting and stopping criteria in the               finalised managed access arrangement, along with elements of the
HST6;final-evaluation-determination-document-2.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document-2#page=34;34;managed access;0;              who would be treated within the managed access arrangement. The               committee considered that the refined starting and stopping criteria in the               finalised managed access arrangement, along with elements of the               commercial terms, managed the risks associated with the remaining               uncertainty in the number of people who would have asfotase alfa
HST6;final-evaluation-determination-document-2.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document-2#page=34;34;managed access;0;              commercial terms, managed the risks associated with the remaining               uncertainty in the number of people who would have asfotase alfa               treatment within the managed access arrangement. 5.18          The committee was aware that, in the initial base case, the company had               assumed that adherence to asfotase alfa was 80%, with scenarios
HST6;final-evaluation-determination-document-2.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document-2#page=34;34;managed access;0;              alfa. 5.19          The committee discussed the overall budget impact of asfotase alfa. It               considered the total cost of asfotase alfa for the whole managed access               arrangement population and for the different forms of hypophosphatasia               (that is, perinatal and infantile onset, children with juvenile onset and
HST6;final-evaluation-determination-document-2.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document-2#page=38;38;managed access;0;5.27          The committee discussed the company’s scenario in which the baseline               age and severity were adjusted to match those of people for whom               asfotase alfa would be considered under the proposed managed access               arrangement (see section 4.25). The committee considered that, because               the proposed managed access arrangement aimed to identify people with
HST6;final-evaluation-determination-document-2.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document-2#page=38;38;managed access;0;              asfotase alfa would be considered under the proposed managed access               arrangement (see section 4.25). The committee considered that, because               the proposed managed access arrangement aimed to identify people with               the greatest clinical need, it was logical that the baseline disease severity               in the managed access arrangement population would be worse than the
HST6;final-evaluation-determination-document-2.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document-2#page=38;38;managed access;0;              the proposed managed access arrangement aimed to identify people with               the greatest clinical need, it was logical that the baseline disease severity               in the managed access arrangement population would be worse than the               whole population. It also considered that it was sensible for the model to               attempt to reflect the population that would be treated in clinical practice
HST6;final-evaluation-determination-document-2.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document-2#page=41;41;managed access;0;"              associated with asfotase alfa across the different age groups; the size of               this variation was smaller when the population baseline characteristics               were adjusted to match the managed access arrangement population.               The perinatal- and infantile-onset age group had the greatest life year and               QALY gain, and that the life year gain stopped and incremental QALYs"
HST6;final-evaluation-determination-document-2.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document-2#page=42;42;managed access;0;                  elosulfase alfa with a confidential discount, and further confidential                   commercial arrangements between the company and NHS England in                   a managed access agreement. 5.32          The committee noted that the confidential commercial terms for asfotase               alfa substantially reduced the cost to the NHS for this treatment. It also
HST6;final-evaluation-determination-document-2.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document-2#page=42;42;managed access;0;              alfa substantially reduced the cost to the NHS for this treatment. It also               noted that these terms, alongside the starting and stopping criteria in the               managed access arrangement, reduced the risks to the NHS and               managed the uncertainties associated with this technology. The               committee recognised that asfotase alfa was still a high-cost drug, but that
HST6;final-evaluation-determination-document-2.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document-2#page=45;45;managed access;0;              specific to hypophosphatasia) but agreed that this was beyond the remit               of the current evaluation. The committee recalled its consideration that the               managed access arrangement could impose an additional burden on               centres delivering asfotase alfa and that it had been reassured that the               centres were well set up to manage the requirements of the arrangement.
HST6;final-evaluation-determination-document-2.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document-2#page=46;46;managed access;0;              considered that the potential benefit with asfotase alfa was not the same               for all people with juvenile-onset hypophosphatasia. The committee               recognised that the starting and stopping criteria in the managed access               arrangement were developed and refined with input from clinical and               patient experts and NHS England, to identify people with the greatest
HST6;final-evaluation-determination-document-2.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document-2#page=47;47;managed access;0;              asfotase alfa should be recommended as an option for treating paediatric-               onset hypophosphatasia, for the duration of and within the conditions set               out in the managed access arrangement, when the company provides               asfotase alfa with the confidential commercial terms agreed with NHS               England.
HST6;final-evaluation-determination-document-2.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document-2#page=48;48;managed access;0;"  However, there was considerable uncertainty around the robustness of the   results and the precise size of the benefit.   The starting and stopping criteria in the managed access arrangement were   developed to identify people with the greatest clinical need for treatment;   the committee considered that the refined criteria were appropriate."
HST6;final-evaluation-determination-document-2.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document-2#page=51;51;managed access;0;                               <U+F0B7> Revisions made to baseline age and severity            5.27                                   for people with juvenile-onset disease to                                   account for the managed access arrangement                                   were logical, but uncertain.                                <U+F0B7> The most appropriate discounting rate was              5.28
HST6;final-evaluation-determination-document-2.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document-2#page=51;51;managed access;0;  considered?   Cost to the NHS and          The committee considered the total cost of               5.19, 5.20   PSS                          asfotase alfa for the whole managed access                                arrangement population and for the different forms National Institute for Health and Care Excellence                                  Page 51 of 55
HST6;final-evaluation-determination-document-2.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document-2#page=52;52;managed access;0;                               substantial benefits. The committee concluded                                that, with the confidential commercial terms and                                within the conditions of the managed access                                arrangement, asfotase alfa provided appropriate                                value for money.
HST6;final-evaluation-determination-document-2.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document-2#page=53;53;managed access;0;                               commercial terms agreed with NHS England.                5.20, 5.31,                                The committee also discussed the proposed                5.32                                managed access arrangement. It considered that           5.9–5.15                                the finalised starting and stopping criteria were                                appropriate. It welcomed the inclusion of the
HST6;final-evaluation-determination-document-2.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document-2#page=53;53;managed access;0;                               data collection was likely to provide valuable                                evidence to support a review of the guidance. It                                was reassured that the managed access                                arrangement would not impose an undue burden                                on people with hypophosphatasia or the NHS.
HST6;final-evaluation-determination-document-2.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document-2#page=54;54;managed access;0;7             Proposed review of guidance 7.1           The guidance on this technology will be considered for review 4 years               after publication. The proposed managed access agreement expires               5 years after guidance publication or when the review of guidance has               been published (whichever is sooner).
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=1;1;managed access;0;              <U+F0B7> in people with perinatal- and infantile-onset disease and               <U+F0B7> for the duration of, and within the conditions set out in, the proposed                  managed access agreement for asfotase alfa and               <U+F0B7> when the company provides asfotase alfa with the proposed discount                  and annual per-patient cost cap.
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=11;11;managed access;0;                                                           CONFIDENTIAL UNTIL PUBLISHED               Company’s managed access agreement 4.18          The company proposed a managed access agreement, which was               developed with clinical experts and patient groups and revised after
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=11;11;managed access;0;                                                           CONFIDENTIAL UNTIL PUBLISHED               Company’s managed access agreement 4.18          The company proposed a managed access agreement, which was               developed with clinical experts and patient groups and revised after               advice from NICE. The agreement was proposed to last 5 years, and
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=11;11;managed access;0;              defined criteria for starting and stopping asfotase alfa treatment, and               monitoring and data collection requirements:               <U+F0B7> Starting criteria: The managed access agreement specified that all                  people with perinatal- and infantile-onset hypophosphatasia, regardless                  of current age, would start treatment with asfotase alfa. It also specified
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=11;11;managed access;0;                 history of fractures characteristic of hypophosphatasia, intractable                  musculoskeletal pain and restriction of mobility.               <U+F0B7> Stopping criteria: The managed access agreement specified a                  minimum treatment period of 1 year at a stable dose for all patients,                  and that all babies under 1 year with respiratory problems would
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=11;11;managed access;0;                 would be assessed every 6 months, and treatment restarted                  immediately if the disease worsened.               <U+F0B7> Monitoring and data collection: The managed access agreement                  specified that data would be collected from everyone who received                  asfotase alfa within the managed access agreement, and that the data
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=11;11;managed access;0;              <U+F0B7> Monitoring and data collection: The managed access agreement                  specified that data would be collected from everyone who received                  asfotase alfa within the managed access agreement, and that the data                  would normally be recorded in the company’s global hypophosphatasia National Institute for Health and Care Excellence                                  Page 11 of 62
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=16;16;managed access;0;4.27          The company also presented the results of its cost–consequence analysis               for the population who would be considered for treatment within the               proposed managed access agreement. Incremental costs are commercial               in confidence and cannot be presented here. In the managed access               agreement population, with a 1.5% discounting rate, asfotase alfa
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=16;16;managed access;0;              for the population who would be considered for treatment within the               proposed managed access agreement. Incremental costs are commercial               in confidence and cannot be presented here. In the managed access               agreement population, with a 1.5% discounting rate, asfotase alfa               treatment produced a weighted-average QALY gain of 27.5 QALYs for
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=16;16;managed access;0;              confidence and cannot be presented here. For people with juvenile-onset               disease, the expected QALY gain increased. This reflected the               expectation that the proposed managed access agreement would identify               the people with more severe hypophosphatasia who would therefore               benefit more from treatment with asfotase alfa.
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=18;18;managed access;0;              treatment would be higher in younger populations. The company               estimated the number of people for whom treatment would be considered               within the proposed managed access agreement, taking into account               published data from the US (Whyte et al., 2015) and surveys of expert               centres in the UK. These estimates are commercial in confidence and
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=23;23;managed access;0;              and so did not include the company’s updates to the baseline               characteristics to match patients who would be eligible under the               proposed managed access agreement. Total costs and incremental costs               for asfotase alfa compared with best supportive care for all analyses are               commercial in confidence so cannot be reported here. At a discounting
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=30;30;managed access;0;5.9           The committee discussed how asfotase alfa would potentially be used in               babies with perinatal- and infantile-onset hypophosphatasia, and               considered the criteria in the proposed managed access agreement for               this group. The committee heard from the clinical experts that, in principle,               the decision to treat with asfotase alfa could be based on clinical
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=30;30;managed access;0;              all babies with perinatal- and infantile-onset hypophosphatasia straight               away because, without treatment, most babies would die. The committee               noted that the managed access agreement proposed that all babies with               perinatal- and infantile-onset hypophosphatasia should be treated with               asfotase alfa, and accepted the clinical experts’ view that these patients
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=31;31;managed access;0;5.10          The committee discussed how asfotase alfa would potentially be used in               children and adults with juvenile-onset hypophosphatasia, and considered               the aspects of the proposed managed access agreement that relate to               this population. The committee was aware that juvenile-onset               hypophosphatasia has a variable overall clinical picture and that some
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=32;32;managed access;0;"              and was regularly tested. The committee considered the criteria for               starting and stopping treatment for people with juvenile-onset               hypophosphatasia that were put forward in the managed access               agreement (see section 4.18). The committee was aware that the starting               criteria aimed to identify patients with the greatest clinical need; however,"
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=33;33;managed access;0;              treatment. Although it retained some concerns that the starting and               stopping criteria may not be fully objective in some cases, the committee               recognised that the managed access agreement was developed with               experts to identify the population with greatest clinical need. 5.11          The committee discussed the proposed data collection methods
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=33;33;managed access;0;              experts to identify the population with greatest clinical need. 5.11          The committee discussed the proposed data collection methods               presented within the managed access agreement. The committee               considered that the proposed methods lacked detail, and that no formal               analysis plan was submitted. The committee was aware that the company
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=33;33;managed access;0;              considered that the proposed methods lacked detail, and that no formal               analysis plan was submitted. The committee was aware that the company               proposed to combine the data collection for the managed access               agreement with the global hypophosphatasia registry that formed as part               of the company’s regulatory commitments. The committee expressed
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=33;33;managed access;0;              hypophosphatasia. The committee considered that the proposed data               collection was unlikely to gather sufficient evidence during the course of               the managed access agreement to adequately inform a review of the               guidance at the end of this period. The committee would have preferred               the company to have submitted a detailed protocol to more fully explore
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=33;33;managed access;0;              the company to have submitted a detailed protocol to more fully explore               the long-term effects of asfotase alfa treatment. It concluded that the               proposed data collection methods presented within the managed access               agreement had several important limitations.               Cost to the NHS and personal social services
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=34;34;managed access;0;              asfotase alfa for younger patients until they reach a certain weight and the               committee was aware that this would not occur during the period of the               proposed managed access agreement for babies with perinatal- and               infantile-onset hypophosphatasia. Conversely, the proposed discount on               the price per mg would have no additional effect on the costs of asfotase
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=34;34;managed access;0;              the committee noted that the overall effect of this discount was relatively               modest, it was reassured that the discount would go some way to reduce               the cost to the NHS during the period of the managed access agreement. 5.13          The committee considered the assumptions in the diagnosis rates within               the company’s budget impact model. The committee acknowledged that
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=35;35;managed access;0;              treatment. 5.14          The committee considered the number of diagnosed patients who would               be eligible for treatment within the managed access agreement, which               was considered commercial in confidence by the company. The               committee noted that, to estimate the proportion of children with juvenile-
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=35;35;managed access;0;              the greatest clinical need would all have been previously identified at the               expert centres. It was reassured that the number of children currently               being treated who would meet the starting criteria in the managed access               agreement was well known. However, the committee recalled its               consideration that it was unknown when or for whom it is appropriate to
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=35;35;managed access;0;              committee also emphasised that there were still important uncertainties in               the number of children who would be treated in future, during the course               of the managed access agreement. It concluded that the number of               children who would have treatment with asfotase alfa within the proposed               managed access agreement was uncertain. In addition, the committee
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=35;35;managed access;0;              of the managed access agreement. It concluded that the number of               children who would have treatment with asfotase alfa within the proposed               managed access agreement was uncertain. In addition, the committee               considered the treatment rate for adults with juvenile-onset               hypophosphatasia, taking into account the starting and stopping criteria
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=35;35;managed access;0;              considered the treatment rate for adults with juvenile-onset               hypophosphatasia, taking into account the starting and stopping criteria               proposed in the managed access agreement (see section 4.18). It               considered that the number of adults with paediatric-onset National Institute for Health and Care Excellence                                  Page 35 of 62
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=37;37;managed access;0;              burden to NHS resources, particularly in the older age groups. It               considered that this risk is not sufficiently shared by the company in the               proposed managed access agreement. 5.17          The committee considered the cost of asfotase alfa in the context of costs               incurred by the company for research, development and manufacturing.
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=41;41;managed access;0;5.24          The committee discussed the revisions made to the baseline severity for               people with juvenile-onset disease (see section 4.28). The committee               considered that, because the proposed managed access agreement               aimed to identify people with the greatest clinical need, it was logical that               the baseline disease severity in the managed access agreement
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=41;41;managed access;0;              considered that, because the proposed managed access agreement               aimed to identify people with the greatest clinical need, it was logical that               the baseline disease severity in the managed access agreement               population would be worse than the whole population. It also considered               that it was sensible for the model to attempt to reflect the population that
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=45;45;managed access;0;                 elosulfase alfa with a confidential discount, and further confidential                  commercial arrangements between the company and NHS England in                  a managed access agreement. National Institute for Health and Care Excellence                                  Page 45 of 62 Final evaluation determination – Asfotase alfa for treating paediatric-onset hypophosphatasia
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=47;47;managed access;0;              incremental cost. The committee remained concerned at the very high               annual per-patient cost for asfotase alfa, which the proposed cost cap               would not substantially reduce during the period of the managed access               agreement because of the weight-based dosing of the therapy. However,               the committee recognised that the proposed price discount would reduce
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=47;47;managed access;0;              agreement because of the weight-based dosing of the therapy. However,               the committee recognised that the proposed price discount would reduce               the cost of asfotase alfa during the period of the managed access               agreement. 5.32          The committee discussed the value for money of asfotase alfa in children
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=52;52;managed access;0;"              group was likely to be manageable; although it was aware that the               proposed cost cap will not substantially reduce the cost of asfotase alfa               during the period of the managed access agreement, the proposed National Institute for Health and Care Excellence                                  Page 52 of 62 Final evaluation determination – Asfotase alfa for treating paediatric-onset hypophosphatasia"
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=53;53;managed access;0;              committee concluded that asfotase alfa should be recommended for               people with perinatal- or infantile-onset hypophosphatasia for the duration               of the managed access agreement. The committee emphasised that this               recommendation is intended for people with the greatest clinical need for               starting asfotase alfa treatment, that is, babies who would not survive
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=53;53;managed access;0;              without treatment. It noted that, because of the severity of symptoms, this               group would be identified very soon after the onset of the disease. The               committee stated that data gathered as part of the managed access               agreement should provide information on how long treatment should               continue, and when treatment could be stopped or the dose reduced, to
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=54;54;managed access;0;              mind the nature and size of the health benefits, and the important               uncertainties in light of these very high costs, the committee concluded               that the conditions presented in the proposed managed access               agreement and proposed discount and cost cap were not sufficient to               recommend asfotase alfa as an appropriate use of NHS resources.
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=54;54;managed access;0;              group, and that the benefit of treatment decreased as age of treatment               initiation increased. The committee considered that the stopping criteria in               the proposed managed access agreement did not sufficiently define when               or for whom it is appropriate to stop or reduce treatment. The committee               concluded that it could not recommend asfotase alfa for adults with
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=54;54;managed access;0;              only for people with perinatal- and infantile-onset disease, there were               limits on the information that could be obtained through the data collection               elements of the proposed managed access agreement. In particular, the               committee acknowledged that evidence on the longer-term effectiveness               of asfotase alfa in children and adults in UK clinical practice, and the
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=55;55;managed access;0;  <U+F0B7> in people with perinatal- and infantile-onset disease and   <U+F0B7> for the duration of, and within the conditions set out in, the proposed       managed access agreement for asfotase alfa and   <U+F0B7> when the company provides asfotase alfa with the proposed discount       and annual per-patient cost cap.
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=55;55;managed access;0;  with the greatest clinical need for starting asfotase alfa treatment, that is,   babies who would not survive without treatment.   Data gathered as part of the managed access agreement should provide   information on how long treatment should continue, and when treatment   could be stopped or the dose reduced.
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=58;58;managed access;0;                               <U+F0B7> Revisions made to baseline severity for people                                   with juvenile-onset disease to account for the        5.24, 5.25                                   managed access agreement were logical, but                                   uncertain.                                <U+F0B7> It was more appropriate for the company to             5.26
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=59;59;managed access;0;                               reduction adds to the uncertainty about the                                expected costs of treatment and the considered                                the stopping criteria in the managed access                                agreement did not sufficiently define when or for                                whom it is appropriate to stop or reduce treatment.
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=60;60;managed access;0;                               per-patient cost cap and the discount on the price       5.12                                per mg submitted by the company.                                It also considered the proposed managed access           5.38                                agreement. Although it retained some concerns                                that the starting and stopping criteria may not be
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=60;60;managed access;0;                               that the starting and stopping criteria may not be                                fully objective in some cases, the committee                                recognised that the managed access agreement                                was developed with experts to identify the                                population with greatest clinical need. It
HST6;final-evaluation-determination-document.pdf;https://www.nice.org.uk/guidance/HST6/documents/final-evaluation-determination-document#page=60;60;managed access;0;                               population with greatest clinical need. It                                considered that the proposed data collection                                methods presented within the managed access                                agreement had several important limitations.   Equalities                   No equality issues were raised during the                –
HST7;1.pdf;https://www.nice.org.uk/guidance/HST7/documents/1#page=12;12;compassionate;0;"  o Patients eligible if they had received Strimvelis in any of the above studies   o 14 patients at latest datacut (1 from pilot 1; 2 from pilot 2; 11 from pivotal trial) • AD1117064 (Compassionate use programme [CUP]); n=3 – Complete   o After 3 years of follow-up eligible to join the LTFU study Supportive evidence"
HST7;1.pdf;https://www.nice.org.uk/guidance/HST7/documents/1#page=12;12;named patient;0;"  o After 3 years of follow-up eligible to join the LTFU study Supportive evidence • Named Patient Programme; XXXXX – Ongoing   o XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX                                                                                          12"
HST7;1.pdf;https://www.nice.org.uk/guidance/HST7/documents/1#page=14;14;named patient;0;                              Clinical evidence                           Patient baseline summary                                                                        Named Patient                               Integrated population (n=18)                                                                        programme (XXXXX)
HST7;1.pdf;https://www.nice.org.uk/guidance/HST7/documents/1#page=15;15;named patient;0;Integrated population                                      XXXXX               XXXXX + named patient program HSCT Matched unrelated donor                                  No PEG-ADA reintroduction
HST7;1.pdf;https://www.nice.org.uk/guidance/HST7/documents/1#page=26;26;named patient;0;• Substantial uncertainty based on small number of patients treated with Strimvelis.   Small number of deaths will substantially impact perceived efficacy of Strimvelis • Named Patient Programme data should be included in synthesis of evidence • Strimvelis benefit based on overall survival is likely to be overestimated, due to   the concomitant use of PEG-ADA and rescue therapy. Intervention-free survival is
HST7;1.pdf;https://www.nice.org.uk/guidance/HST7/documents/1#page=27;27;named patient;0;   o English clinical practice?    o All ages of people with ADA-SCID? • Should the Named Patient Programme be included in the evidence synthesis? • What are the most relevant outcome measures to inform decision-   making?
HST7;1.pdf;https://www.nice.org.uk/guidance/HST7/documents/1#page=48;48;named patient;0;                 Key changes to company model • Using alternative assumptions from the company’s secondary analysis • Inclusion of Named Patient Programme data • Assuming equal wait time and pre-procedure PEG-ADA use across   treatment arms
HST7;1.pdf;https://www.nice.org.uk/guidance/HST7/documents/1#page=56;56;managed access;0;            Managed Access Agreement • Given the low ICERs and budget impact, the company does not   believe that a managed access arrangement (MAA) is required
HST7;1.pdf;https://www.nice.org.uk/guidance/HST7/documents/1#page=56;56;managed access;0;            Managed Access Agreement • Given the low ICERs and budget impact, the company does not   believe that a managed access arrangement (MAA) is required   o Elements often observed in MAAs are already naturally in place for     Strimvelis
HST7;1.pdf;https://www.nice.org.uk/guidance/HST7/documents/1#page=60;60;named patient;0;• Is the company model appropriate for decision-making?   o Should alternative treatment pathways be considered in the model? • Should data from the Named Patient Program be included? • Is it appropriate that a 1.5% discount rate is used? Overall and intervention-free survival
HST7;committee-papers.pdf;https://www.nice.org.uk/guidance/HST7/documents/committee-papers#page=100;100;compassionate;0; CRF                            Case report form  CSR                            Clinical study report  CUP                            Compassionate use programme  CVC                            Central venous catheter  dATP                           Deoxyadenosine triphosphate
HST7;committee-papers.pdf;https://www.nice.org.uk/guidance/HST7/documents/committee-papers#page=101;101;managed access;0; LTFU                           Long-term follow-up  LY                             Life years  MAA                            Managed access arrangement  MedDRA                         Medical Dictionary for Regulatory Activities  MFD                            Matched family donor
HST7;committee-papers.pdf;https://www.nice.org.uk/guidance/HST7/documents/committee-papers#page=101;101;named patient;0;                                Excellence  NK                             Natural Killer cells  NPP                            Named Patient Programme  OMIM                           Online Mendelian Inheritance in Man  ONS                            Office for National Statistics
HST7;committee-papers.pdf;https://www.nice.org.uk/guidance/HST7/documents/committee-papers#page=106;106;compassionate;0;the guidelines) [EBMT/ESID Guidelines, 2017]. The safety and efficacy of Strimvelis have been evaluated in a programme comprising 2 pilot studies, 1 pivotal study, a compassionate use programme (CUP), and a long-term follow-up (LTFU) study. In total, 18 patients across all studies and the CUP were treated with Strimvelis and included in the Integrated
HST7;committee-papers.pdf;https://www.nice.org.uk/guidance/HST7/documents/committee-papers#page=117;117;compassionate;0;"a pivotal study (n=12) and 3 patients treated via early pilot studies, conducted over a treatment and maximum follow-up period of approximately 13 years, and 3 patients who received Strimvelis gene therapy under compassionate use. These studies were as follows: 1 single arm, open-label, historically controlled pivotal trial (AD1115611; n=12) with a long-term follow-up (LTFU), 2 early open-"
HST7;committee-papers.pdf;https://www.nice.org.uk/guidance/HST7/documents/committee-papers#page=117;117;compassionate;0;"pivotal trial (AD1115611; n=12) with a long-term follow-up (LTFU), 2 early open- label uncontrolled pilot studies (AD1117054/AD1117056; n=3), and a compassionate use programme (CUP) (AD1117064; n=3). Though the LTFU was a component of the pivotal study protocol, it was amended to permit enrolment of patients from the pilot studies and the CUP to participate in long-term"
